Gene.name	GO.term.accession
LOC100693467	GO:0005515
polg	HPO:HP:0001251~Ataxia
LOC100706109	GO:1990837
ttll7	
nfatc4	GO:0060291
pou4f2	GO:0045773
LOC100703163	GO:0071774
bms1	ORPHANET:C0282160~Aplasia Cutis Congenita
ttc1	
mmp19	MGD:MP:0001828~abnormal T cell activation
gck	REACTOME_PATHWAY:R-HSA-212436~Generic Transcription Pathway
LOC100693700	GO:0031871
mtmr2	GO:0005737
LOC100696066	GO:0070062
LOC100710841	HPO:HP:0001631~Atrial septal defect
LOC100708824	GO:0070062
LOC100690566	REACTOME_PATHWAY:R-HSA-382551~Transport of small molecules
slc24a2	GO:0015293
wdr75	UP_TISSUE:Placenta
LOC100705328	REACTOME_PATHWAY:R-HSA-168638~NOD1/2 Signaling Pathway
slc33a1	REACTOME_PATHWAY:R-HSA-1643685~Disease
pou1f1	HPO:HP:0000457~Depressed nasal ridge
cep63	GO:0005814
LOC100708690	UP_TISSUE:Erythroleukemia
acss1	REACTOME_PATHWAY:R-HSA-211945~Phase I - Functionalization of compounds
mapk10	REACTOME_PATHWAY:R-HSA-166166~MyD88-independent TLR4 cascade 
ppig	GO:0016607
six2	MGD:MP:0002705~dilated renal tubules
LOC100699198	MGD:MP:0013893~decreased common lymphocyte progenitor cell number
prkd2	GO:0045766
stip1	DISGENET:C0025202~melanoma
cpe	CTD:C0242379~Malignant neoplasm of lung
nup153	REACTOME_PATHWAY:R-HSA-194441~Metabolism of non-coding RNA
LOC100709723	GO:0016324
slc2a5	GO:1990539
spg7	GO:0008270
lrfn5	GO:1905606
fnta	REACTOME_PATHWAY:R-HSA-5673001~RAF/MAP kinase cascade
ptpn11	GO:0004725
gnl3l	GO:0003723
LOC100692669	MGD:MP:0001429~dehydration
bbs12	GO:0051131
enpp2	GO:0016042
LOC100698564	REACTOME_PATHWAY:R-HSA-937061~TRIF(TICAM1)-mediated TLR4 signaling 
sra1	GO:0005737
tab1	REACTOME_PATHWAY:R-HSA-450321~JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
LOC100701827	GO:0010467
ubb	REACTOME_PATHWAY:R-HSA-8953854~Metabolism of RNA
gpd2	ORPHANET:CXXX~No diseases associated
bcl10	GO:0007249
mrps27	GO:0097177
LOC100702058	PSYGENET:CXXX~No diseases associated
LOC100699343	GAD_DISEASE:Leprosy, Multibacillary|Leprosy, Paucibacillary
nupr1	GO:0005515
LOC100691587	MGD:MP:0030650~increased circulating ornithine level
mfn2	HPO:HP:0002403~Positive Romberg sign
nfic	GO:0001228
samsn1	GAD_DISEASE:Blood Pressure
wfs1	GO:0000122
LOC100702293	GO:0006695
lg12h9orf3	REACTOME_PATHWAY:R-HSA-2980736~Peptide hormone metabolism
hexb	DISGENET:C2713499~Total Hexosaminidase Deficiency
LOC100702460	CGI:CXXX~No diseases associated
pfdn6	GO:0101031
LOC100690011	GO:0050878
LOC100705760	GO:0015280
ezh2	GO:0045202
uros	GO:0005739
LOC100708356	GO:0003729
hps1	GO:0005737
LOC100697722	GO:0009887
LOC100707466	GO:0016740
chga	GO:0086030
LOC100703009	GO:0005576
onecut1	MGD:MP:0003266~biliary cyst
tbx20	MGD:MP:0020516~abnormal visceral yolk sac mesenchyme morphology
ddit3	GO:0061629
atic	
LOC100697843	GO:0005743
hyou1	
LOC100534398	GO:0000977
mast4	GO:0106310
LOC100692223	HPO:HP:0002023~Anal atresia
LOC100698697	
LOC102082062	
pth1r	GO:0007189
polg	MGD:MP:0001824~abnormal thymus involution
bdnf	CTD:C0236804~Amphetamine Addiction
ggps1	GO:0004337
nfyc	GO:0045944
LOC100702167	MGD:MP:0003667~increased hemangiosarcoma incidence
pold1	GO:0003676
hras	DISGENET:C1257925~Mammary Carcinoma, Animal
stk11	GO:0030111
nrp1	GO:0071526
apbb1	GO:0030027
LOC100694131	REACTOME_PATHWAY:R-HSA-1640170~Cell Cycle
LOC100696527	GO:0005515
sec24c	HPO:HP:0002099~Asthma
LOC100705950	HPO:HP:0000286~Epicanthus
ube2i	GO:0048471
lyar	CLINGEN:CXXX~No diseases associated
trak1	HPO:HP:0000750~Delayed speech and language development
b4galt2	GO:0005975
LOC100707716	GO:0016020
msx1	GO:0005634
LOC100705914	MGD:MP:0002356~abnormal spleen red pulp morphology
myo1c	REACTOME_PATHWAY:R-HSA-5663205~Infectious disease
nr1h3	MGD:MP:0003354~astrocytosis
nr1h4	GO:0008270
hal	GO:0019556
cd36	GO:0071726
gper1	GO:0003682
slc29a3	HPO:HP:0100727~Histiocytosis
LOC100712231	GAD_DISEASE:leptin
pex1	MGD:MP:0005365~abnormal bile salt homeostasis
LOC100709782	REACTOME_PATHWAY:R-HSA-392499~Metabolism of proteins
rnf113a	CRB:CRB:0000030~Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron
cmtm3	CRB:CRB:XXX~No CRB phenotype
magoh	ORPHANET:CXXX~No diseases associated
rgs9	GO:0007186
clec16a	GO:0009267
pot1	GO:1905773
spata22	MGD:MP:0005431~decreased oocyte number
anxa2	GO:0005544
slc1a1	GO:0006882
LOC100712046	HPO:HP:0002216~Premature graying of hair
ssbp2	MGD:MP:0001577~anemia
taf6	GO:0017162
LOC100700539	GO:0005515
LOC100702997	GO:0016301
LOC102082062	
hnrnpu	CRB:CRB:0000048~Negative hit with Survival CRISPRi in Glutamatergic Neuron
ripk1	GO:0032991
LOC100690564	GO:0005654
ndufv2	GAD_DISEASE:prostate cancer
ctnna1	CTD:C0023467~Leukemia, Myelocytic, Acute
LOC100711599	DISGENET:C2585653~Persistent atrial fibrillation
taf1a	REACTOME_PATHWAY:R-HSA-5250924~B-WICH complex positively regulates rRNA expression
hgfac	GO:0005737
LOC100708547	KEGG_PATHWAY:hsa04916
fig4	GO:0006661
LOC100695702	REACTOME_PATHWAY:R-HSA-9673324~WNT5
LOC100702792	REACTOME_PATHWAY:R-HSA-157118~Signaling by NOTCH
setd5	HPO:HP:0000294~Low anterior hairline
neb	HPO:HP:0000470~Short neck
spdl1	
aoc1	GO:0009308
snx10	MGD:MP:0008770~decreased survivor rate
MAL(TIRAP) cascade initiated on plasma membrane	
epo	CTD:C0265699~Congenital hernia of foramen of Morgagni
st18	
ppt1	MGD:MP:0000774~decreased brain size
clpp	MGD:MP:0005560~decreased circulating glucose level
mecp2	REACTOME_PATHWAY:R-HSA-9022699~MECP2 regulates neuronal receptors and channels
lamp2	GO:0005886
snx3	GO:0032456
LOC100709858	GO:0005515
gnpnat1	CLINGEN:CXXX~No diseases associated
LOC100700176	UP_TISSUE:Lung
hadhb	GO:0016746
irak1	REACTOME_PATHWAY:R-HSA-166166~MyD88-independent TLR4 cascade 
bcl3	MGD:MP:0008475~intermingled spleen red and white pulp
ndufaf3	UP_TISSUE:Liver
dab2ip	GO:0035148
fgfr3	HPO:HP:0000175~Cleft palate
strap	GO:0005737
gata6	MGD:MP:0011086~postnatal lethality, incomplete penetrance
ccdc66	GO:1903564
LOC102082062	
tlnrd1	MGD:MP:XXX~No phenotype
lnpk	GO:1903373
hif1a	MGD:MP:0003799~impaired macrophage chemotaxis
mgst2	CGI:CXXX~No diseases associated
pik3cg	GO:0006955
dimt1	GO:0000154
LOC100692599	GO:0005789
arntl	GO:0007623
LOC100704479	REACTOME_PATHWAY:R-HSA-9680350~Signaling by CSF1 (M-CSF) in myeloid cells
ddb2	GO:0000209
rpl18a	GO:0005840
mmp21	GO:0031012
LOC100711684	GAD_DISEASE:Calcium
cyld	GO:0005829
cfap77	MGD:MP:XXX~No phenotype
xrcc5	GO:0016887
pes1	UP_TISSUE:Mammary gland
pald1	GENOMICS_ENGLAND:CXXX~No diseases associated
mark3	DISGENET:C4748978~VISUAL IMPAIRMENT AND PROGRESSIVE PHTHISIS BULBI
irf5	GO:0005829
znf408	HPO:HP:0008046~Abnormal retinal vascular morphology
ndufb11	REACTOME_PATHWAY:R-HSA-163200~Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.
LOC100696848	GO:0032880
apex1	HPO:HPO:XXX~No HPO phenotype
nhlrc1	GO:0005977
myocd	GO:0045944
ndel1	GO:0008021
apbb2	GO:0035556
armc5	HPO:HP:0000716~Depressivity
LOC100702162	GO:0034775
LOC100701898	HPO:HP:0002650~Scoliosis
plekhg5	GO:0005085
adam15	GO:1900121
tdrd5	MGD:MP:0008261~arrest of male meiosis
tfap2b	GO:0050796
LOC100534577	GO:0043195
LOC100697124	MGD:MP:0011939~increased food intake
atpaf2	HPO:HP:0002240~Hepatomegaly
a1cf	GO:0005737
nfia	GO:0030054
LOC100705503	MGD:MP:0009404~centrally nucleated skeletal muscle fibers
bcas2	MGD:MP:0001926~female infertility
pax3	REACTOME_PATHWAY:R-HSA-9834899~Specification of the neural plate border
adpgk	GO:0006096
usp7	GO:0004843
LOC100698696	HPO:HP:0008305~Exercise-induced myoglobinuria
dapk3	CTD:CXXX~No diseases associated
LOC100694779	REACTOME_PATHWAY:R-HSA-162582~Signal Transduction
nfe2l2	GO:0070301
mkrn2	GO:0000209
dnajc21	HPO:HP:0001873~Thrombocytopenia
gdnf	DISGENET:C0279070~Adult Oligodendroglioma
sema6d	GO:0007399
LOC100695178	GO:0045202
itgb6	GAD_DISEASE:Stroke
kif1b	GO:0005515
haus4	GO:0051225
sap30l	
LOC100708656	GO:0033280
ccng1	MGD:MP:0002053~decreased incidence of induced tumors
aif1l	UNIPROT:CXXX~No diseases associated
gsr	CTD:C0752097~Autosomal Dominant Juvenile Parkinson Disease
slc28a1	GO:0180015
ddb1	MGD:MP:0000788~abnormal cerebral cortex morphology
me2	GO:0016491
sept5	GO:0005515
LOC100709539	HPO:HP:0001263~Global developmental delay
LOC100712332	GO:0007165
LOC100710008	MGD:MP:0001436~abnormal suckling behavior
LOC100711455	GO:0042470
p53	GO:0009299
LOC100700713	UNIPROT:C1853490~22q13.3 Deletion Syndrome
LOC100705827	GAD_DISEASE:Neoplasms
LOC100697336	REACTOME_PATHWAY:R-HSA-199991~Membrane Trafficking
fubp1	HPO:HPO:XXX~No HPO phenotype
glut1	CTD:C1306837~Papillary Renal Cell Carcinoma
cdk20	MGD:MP:0005108~abnormal ulna morphology
ccdc84	GO:0008380
LOC100709800	GO:0016020
wdr44	GO:0005737
dync2h1	UP_TISSUE:Liver
ace	GAD_DISEASE:Thromboembolism|Venous Thrombosis
fam198a	UNIPROT:CXXX~No diseases associated
LOC100707971	GO:0016740
LOC100691922	REACTOME_PATHWAY:R-HSA-8980692~RHOA GTPase cycle
aars	GO:0004813
fam126b	
LOC100697131	KEGG_PATHWAY:hsa04810
marco	GO:0038187
peak1	GO:0015629
rpl11	REACTOME_PATHWAY:R-HSA-192823~Viral mRNA Translation
LOC100690889	GO:0005776
nmnat2	DISGENET:C0152025~Polyneuropathy
LOC100710204	UP_TISSUE:Uterus
LOC100690594	GO:0005515
LOC100709975	GAD_DISEASE:Colorectal Neoplasms
LOC100704479	KEGG_PATHWAY:hsa05213
hand1	MGD:MP:0011205~excessive folding of visceral yolk sac
LOC100703532	CTD:C0221356~Brachycephaly
eya3	GO:0045739
cwc27	GO:0003755
rnf157	GO:0004842
rbm18	GAD_DISEASE:Eosinophils
riok2	GO:0030490
uba5	HPO:HP:0011968~Feeding difficulties
LOC102081429	DISGENET:C0340569~Internal Carotid Artery Stenosis
LOC102078638	MGD:MP:0020852~abnormal olfactory behavior
mthfd1l	ORPHANET:CXXX~No diseases associated
kcnj11	HPO:HP:0040025~Clinodactyly of the 4th finger
ctnnb1	GO:0001837
sdccag8	GO:0005814
wdr11	HPO:HP:0004409~Hyposmia
egfr	GO:0016301
ube2b	MGD:MP:0010948~abnormal double-strand DNA break repair
zfand1	GO:0035617
igf2bp3	GO:0007399
itgb1	GO:0001726
opa1	GO:0005654
LOC100712180	PSYGENET:CXXX~No diseases associated
pou2af1	
mospd1	GO:0045944
psip1	MGD:MP:0001147~small testis
LOC100701247	GO:0051082
LOC100693905	GAD_DISEASE:Metabolism
chd8	HPO:HP:0000717~Autism
nfs1	GO:0003824
LOC100690715	GO:1990837
mtr	GAD_DISEASE:atherosclerosis, coronary
nmd3	GO:0015031
mark3	GO:0004674
ppil2	GO:0072659
ppp1r13l	MGD:MP:0001853~heart inflammation
agt	DISGENET:C0003811~Cardiac Arrhythmia
slc25a36	CTD:CXXX~No diseases associated
bfar	GO:0016020
znrd1	GO:0005736
hpgd	REACTOME_PATHWAY:R-HSA-9018677~Biosynthesis of DHA-derived SPMs
calm2	REACTOME_PATHWAY:R-HSA-9006931~Signaling by Nuclear Receptors
LOC100691904	GO:0005515
cnr1	ORPHANET:CXXX~No diseases associated
znfx1	GO:0051607
ell	GO:0019902
LOC100709804	GO:0005515
LOC100702145	GO:0005891
efcab7	GO:0060170
LOC100705479	GO:0005737
pak1	GO:0042802
gata3	CTD:C2930967~Gastro-enteropancreatic neuroendocrine tumor
LOC100700247	DISGENET:C0003873~Rheumatoid Arthritis
tcf20	GO:0005634
slco2b1	GO:0005515
sfi1	REACTOME_PATHWAY:R-HSA-69278~Cell Cycle, Mitotic
ctnnb1	GO:0045944
LOC100700415	MGD:MP:0001539~decreased caudal vertebrae number
setd4	
fancd2	GO:0031573
LOC100712358	GO:0043130
asb6	UP_TISSUE:Blood
LOC100709487	GO:0044458
flcn	HPO:HP:0002357~Dysphasia
haus4	GO:0007098
trip12	CRB:CRB:0000009~Negative hit with Labile Iron (FeRhoNox Intensity) in Glutamatergic Neuron
lrrk2	GO:0006468
LOC100702836	UP_TISSUE:Colon
LOC100700322	REACTOME_PATHWAY:R-HSA-159782~Removal of aminoterminal propeptides from gamma-carboxylated proteins
fabp7	GO:0005737
nup133	GO:0006999
bbx	GAD_DISEASE:Body Mass Index
LOC100712332	DISGENET:C1510472~Drug Dependence
gnas	MGD:MP:0003123~paternal imprinting
LOC100692904	GO:0003674
LOC100692709	GO:0097431
psmc2	REACTOME_PATHWAY:R-HSA-69541~Stabilization of p53
aifm1	GO:0003954
abcc9	MGD:MP:0010468~abnormal thoracic aorta morphology
pqbp1	DISGENET:C0796135~Renpenning syndrome 1
LOC100706654	MGD:MP:0000130~abnormal trabecular bone morphology
dcun1d3	GO:0045116
LOC100697268	GAD_DISEASE:Type 2 Diabetes| edema | rosiglitazone
LOC100693491	HPO:HPO:XXX~No HPO phenotype
ei24	MGD:MP:0006254~thin cerebral cortex
stard7	
LOC100696924	MGD:MP:0004076~abnormal vitelline vascular remodeling
LOC100694131	MGD:MP:0001926~female infertility
irf2	GO:0003700
cav1	MGD:MP:0008546~abnormal vesicle-mediated transport
LOC102080114	GENOMICS_ENGLAND:CXXX~No diseases associated
upf3b	GO:0000184
pex7	GO:0015031
cacna1c	GO:0002520
LOC100692380	GO:0005515
ndufb8	HPO:HP:0007941~Limited extraocular movements
gucy1b1	MGD:MP:0009549~decreased platelet aggregation
LOC100695663	GO:0005576
grp	HPO:HPO:XXX~No HPO phenotype
LOC100711992	
agps	GO:0005777
LOC100693415	GO:0005634
fbxw7	GO:0005737
cacna1c	GO:0055085
irf7	GO:0002819
rps3	GO:0006974
ppp1r12a	GO:0019208
rad17	GO:0003689
LOC100703532	CGI:CXXX~No diseases associated
cdk7	UNIPROT:CXXX~No diseases associated
LOC100696267	
haus3	GO:0007098
LOC102082062	
agtr1	GO:0003081
LOC100691710	GO:0043005
slc26a11	GO:0005765
kdsr	UP_TISSUE:Heart
slc6a1	GO:0007613
rb1cc1	GO:0001934
gfap	DISGENET:C0270726~Alexander Disease
gemin4	CRB:CRB:0000030~Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron
prkcq	DISGENET:C0011854~Diabetes Mellitus, Insulin-Dependent
polr3a	DISGENET:C2676243~Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism
vcpkmt	GO:0005829
prkd2	GO:0002250
LOC102080582	REACTOME_PATHWAY:R-HSA-9824446~Viral Infection Pathways
letm1	DISGENET:C0751056~Non-epileptic convulsion
bmp4	GO:0048661
sepsecs	GO:0098621
itgb1	GO:0045743
LOC100703394	MGD:MP:0001219~thick epidermis
gpatch4	CLINGEN:CXXX~No diseases associated
arx	MGD:MP:0012307~impaired spatial learning
med17	HPO:HP:0002169~Clonus
trps1	HPO:HP:0000400~Macrotia
ehmt2	GO:0001222
LOC100707019	GO:0005576
colec11	HPO:HP:0002714~Downturned corners of mouth
LOC100692709	CTD:CXXX~No diseases associated
aga	HPO:HP:0000750~Delayed speech and language development
gata6	GENOMICS_ENGLAND:C0158981~Neonatal diabetes mellitus
tmem175	GO:0005515
entpd2	REACTOME_PATHWAY:R-HSA-8956319~Nucleotide catabolism
utp11	GO:0005737
rps21	GO:0003735
LOC100697124	MGD:MP:0003961~decreased lean body mass
LOC100699012	CTD:C0339573~Glaucoma, Primary Open Angle
rnf139	REACTOME_PATHWAY:R-HSA-392499~Metabolism of proteins
timm10	GO:0042719
nudt1	GO:0005634
abl1	MGD:MP:0009267~abnormal cerebellum fissure morphology
irf5	GO:0000976
LOC100705311	GO:0008017
ift122	GO:0035115
map3k5	GO:0002931
LOC100708655	GO:0008201
LOC100701166	CRB:CRB:0000047~Positive hit with Survival CRISPRi in Glutamatergic Neuron
gabrg2	HPO:HP:0100543~Cognitive impairment
stxbp1	GO:0070527
egfr	MGD:MP:0009763~increased sensitivity to induced morbidity/mortality
LOC100701200	GO:0008652
pomgnt1	MGD:MP:0003648~abnormal radial glial cell morphology
LOC100697873	GO:0005515
stat3	GO:0140297
LOC100706341	HPO:HP:0100608~Metrorrhagia
LOC100692670	GO:0005813
afdn	GO:0005911
tfpt	GO:0033044
LOC100710567	DISGENET:C0036341~Schizophrenia
LOC100703806	GO:0000775
LOC100690299	
LOC100702695	GO:1990712
cftr	GO:0097186
LOC100711011	UP_TISSUE:Erythroleukemia
LOC100705170	HPO:HP:0008972~Decreased activity of mitochondrial respiratory chain
alkbh8	GO:0002098
nfkb1	KEGG_PATHWAY:hsa05200
hm13	MGD:MP:0014018~embryo tumor
LOC102081219	MGD:MP:0002276~abnormal lung interstitium morphology
LOC100693120	GO:0016740
p2ry8	GO:0004930
LOC100534527	GO:0005737
sgk3	GO:0000166
LOC100697502	MGD:MP:0005326~abnormal podocyte morphology
akip1	CGI:CXXX~No diseases associated
tbk1	HPO:HP:0002145~Frontotemporal dementia
LOC100702424	GO:0005739
tnfrsf13b	HPO:HP:0002716~Lymphadenopathy
LOC100690308	HPO:HP:0005280~Depressed nasal bridge
LOC102082062	
snrpf	CRB:CRB:0000010~Association with Lysosome (Lysotracker Intensity) in Glutamatergic Neuron
LOC100699310	GO:0005737
eif2s3	
zdhhc1	GO:0005789
arfgef1	
cacna1g	GO:0005886
mlst8	REACTOME_PATHWAY:R-HSA-6804757~Regulation of TP53 Degradation
anapc11	GO:0046872
habp2	GO:0006508
lepr	MGD:MP:0004803~increased susceptibility to autoimmune diabetes
mtor	GO:0001934
LOC100702023	GO:0045669
mre11	GO:0070533
lef1	GO:0071168
gpnmb	GO:0005178
supt7l	GO:0000124
LOC100694980	REACTOME_PATHWAY:R-HSA-450408~AUF1 (hnRNP D0) binds and destabilizes mRNA
lg5h6orf89	UNIPROT:CXXX~No diseases associated
LOC100701446	GO:0005654
ctnna2	DISGENET:C0266463~Lissencephaly
LOC100706528	GO:0005750
LOC100707414	MGD:MP:0001802~arrested B cell differentiation
usp39	GO:0008380
gramd2a	GO:0005886
wdpcp	PSYGENET:CXXX~No diseases associated
cpeb1	GO:0000900
optn	GO:0005802
dnajc15	HPO:HPO:XXX~No HPO phenotype
nfkbil1	GO:0034122
LOC102082062	
spag5	GO:0005737
axl	MGD:MP:0004906~enlarged uterus
ptpn4	REACTOME_PATHWAY:R-HSA-74160~Gene expression (Transcription)
recql	GO:0005634
prrc2c	
LOC100704590	KEGG_PATHWAY:hsa05132
LOC100691311	GO:0016324
zrsr2	GO:1990904
pigp	GO:0005515
myb	GO:0003677
phlpp1	GO:0005737
LOC100696864	GO:0032509
pparg	DISGENET:C0023212~Left-Sided Heart Failure
lg19h9orf72	DISGENET:C0338462~Semantic Dementia
LOC100711263	GO:0033612
LOC102082062	
raf1	GO:0005829
mboat7	GO:0047144
LOC100693441	GO:0046847
park7	GO:0005634
ghr1	GO:0016020
pet100	HPO:HP:0000639~Nystagmus
lpl	GENOMICS_ENGLAND:C0023817~Hyperlipoproteinemia Type I
mpdz	GO:0045202
LOC100689797	GO:1903352
ddx11	GO:0032091
ncstn	GO:0005925
ogn	GENOMICS_ENGLAND:CXXX~No diseases associated
cd79a	MGD:MP:0004952~increased spleen weight
LOC100701832	
LOC100695903	CGI:CXXX~No diseases associated
uchl5	GO:0033044
LOC100705935	GO:0090543
pth1r	CTD:C0265295~Jansen type metaphyseal chondrodysplasia
LOC100691481	CTD:C0205696~Anaplastic carcinoma
pcsk5	GO:0016485
lztr1	HPO:HP:0002974~Radioulnar synostosis
tmem64	MGD:MP:0005605~increased bone mass
LOC100703449	GAD_DISEASE:glucose tolerance; fatty acid
egfr	GO:1903078
cers1	UP_TISSUE:Peripheral Nervous System
LOC100693164	MGD:MP:0013023~decreased Ly6C high monocyte number
LOC100709874	GO:0006412
colgalt1	HPO:HP:0001342~Cerebral hemorrhage
LOC100699231	CTD:C0041696~Unipolar Depression
LOC100695177	GAD_DISEASE:Adenoma|Colorectal Neoplasms
smc1a	HPO:HP:0000639~Nystagmus
znf827	GO:0006338
mrpl13	UP_TISSUE:Brain
dnaaf1	PSYGENET:CXXX~No diseases associated
LOC102082062	
LOC102082062	
adra2a	MGD:MP:0002626~increased heart rate
LOC100705401	GO:0004350
LOC100691753	GO:0005739
LOC100700352	CRB:CRB:XXX~No CRB phenotype
LOC100534525	GO:0000122
ahi1	DISGENET:C0431399~Familial aplasia of the vermis
LOC100699853	GO:0016579
zbtb32	GO:0005634
pno1	UP_TISSUE:Lung
acsl4	CTD:C0086133~Depressive Syndrome
dph5	GO:0004164
fgl1	GO:0005615
pparg	HPO:HP:0000963~Thin skin
LOC100698045	REACTOME_PATHWAY:R-HSA-418594~G alpha (i) signalling events
ptpro	GO:0017147
rfc2	HPO:HP:0003236~Elevated serum creatine kinase
add2	GO:0031410
gbe1	GO:0043169
musk	HPO:HP:0003458~EMG: myopathic abnormalities
ncl	GO:0003723
bmp4	HPO:HP:0001156~Brachydactyly
ccm2	GO:0007507
LOC100693513	CTD:CXXX~No diseases associated
LOC100696671	GO:0022848
qtrt2	GO:0016763
LOC100692262	UP_TISSUE:Thalamus
mgat4a	MGD:MP:0001560~abnormal circulating insulin level
rpl15	GO:0022625
cnksr2	ORPHANET:C2931498~Mental Retardation, X-Linked 1
rpl17	GO:0022626
pet100	HPO:HP:0000712~Emotional lability
LOC100706975	GO:0005515
uroc1	GO:0006548
adnp	GO:0005515
arhgef3	GO:0005829
tcf19	GAD_DISEASE:Lupus Erythematosus, Systemic
espl1	MGD:MP:0011411~abnormal gonadal ridge morphology
LOC100707635	PSYGENET:CXXX~No diseases associated
cebpa	GO:0006355
LOC100710029	GO:0030425
nedd9	GO:1990782
LOC100695052	GO:0006091
lamp1	UP_TISSUE:Pancreas
rcan3	GO:0005829
znrd1	GO:0005730
rpl31	GO:0003735
LOC100692568	DISGENET:C0014175~Endometriosis
LOC100694151	GO:0006937
LOC100702482	CLINGEN:CXXX~No diseases associated
LOC109204746	GO:0051092
LOC100704783	MGD:MP:0000208~decreased hematocrit
ldlr	HPO:HP:0004950~Peripheral arterial stenosis
plod2	GO:0008475
tdg	GO:0003684
LOC100711348	GO:0006405
sirt3	
aatf	GAD_DISEASE:breast cancer   
h6pd	GO:0050661
LOC100693491	DISGENET:C0036341~Schizophrenia
tmem241	
morn3	MGD:MP:XXX~No phenotype
exo1	DISGENET:C1458155~Mammary Neoplasms
pqbp1	UP_TISSUE:Kidney
ctdp1	GO:0005856
dhrs1	GO:0016616
nup214	REACTOME_PATHWAY:R-HSA-162587~HIV Life Cycle
inpp5f	GO:0016791
slc37a4	GO:0006874
fst	MGD:MP:0011087~neonatal lethality, complete penetrance
LOC100698109	
wdr24	KEGG_PATHWAY:hsa04150
tk2	HPO:HP:0002197~Generalized-onset seizure
slc38a7	GO:0140902
comt	GO:0005737
LOC100534484	GAD_DISEASE:atherosclerosis
slc8a3	REACTOME_PATHWAY:R-HSA-425407~SLC-mediated transmembrane transport
LOC100706088	GO:0014033
utp11	GO:0003723
cnih1	GO:0016192
gria2	GO:0045202
LOC100701817	GO:0017018
LOC100696389	GO:0043087
LOC100693638	MGD:MP:0006035~abnormal mitochondrion morphology
wnt7b	GO:0050808
aars	GO:0005524
LOC112841884	GO:0051496
park7	GO:0034599
LOC100701608	GO:0007420
poc1a	HPO:HP:0000007~Autosomal recessive inheritance
hoxc9	GO:0005634
ncoa1	GO:0045944
psap	HPO:HP:0002079~Hypoplasia of the corpus callosum
msx1	GO:0000976
LOC102082062	
zc3h14	GO:0043488
LOC100703660	MGD:MP:0008725~enlarged heart atrium
ctsa	GO:0035578
nop9	UP_TISSUE:Lung
smarcal1	GO:0000166
LOC100711768	UP_TISSUE:Salivary gland
ece1	GO:0010814
cdh11	GO:0007156
LOC100696070	CRB:CRB:XXX~No CRB phenotype
prkcb	KEGG_PATHWAY:hsa04919
LOC100698253	GO:0030027
mybpc3	CTD:C0007194~Hypertrophic Cardiomyopathy
vps53	GO:0005829
LOC100703974	GO:0016540
chrnd	GO:0005892
pbx3	GAD_DISEASE:Risperidone
col1a1	HPO:HP:0000541~Retinal detachment
fbxo9	GO:0031146
LOC100692673	HPO:HPO:XXX~No HPO phenotype
ect2	GO:0005085
map3k5	GO:0006915
lg10h11orf54	GO:0070062
stat4	HPO:HP:0100584~Endocarditis
mrps24	GO:0005739
mysm1	GO:0002376
LOC100705223	GO:0030322
LOC100705070	GO:0001682
LOC100695225	GO:0034063
usf3	HPO:HP:0008675~Enlarged polycystic ovaries
LOC100704495	UP_TISSUE:Uterus
clpb	GO:0005524
nsd3	GO:0046975
nfatc4	MGD:MP:0000274~enlarged heart
baiap3	GAD_DISEASE:Stroke
LOC100709447	GO:0004336
mrps22	DISGENET:XX
LOC100706673	GO:1990904
aars	GO:0002161
ddit3	UP_TISSUE:Skeletal muscle
ttyh1	GO:0034220
LOC100690783	GO:1905537
LOC100690299	GO:0005737
LOC102082062	GO:0003677
rfc1	
csad	GO:0016830
LOC100706665	GO:0045893
selenok	GENOMICS_ENGLAND:CXXX~No diseases associated
slc9a6	GO:0005886
st3gal3	GO:0016020
LOC100707182	GO:0005886
slc1a2	GO:0098712
LOC100704009	GENOMICS_ENGLAND:CXXX~No diseases associated
ddhd2	GO:0005794
grin2b	REACTOME_PATHWAY:R-HSA-442742~CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling
LOC100702997	GO:0016310
arl2	GO:0005829
xpc	GAD_DISEASE:breast cancer
LOC100711869	
pex6	GO:0016887
tmem169	CTD:CXXX~No diseases associated
esrra	GAD_DISEASE:Bone Mineral Density
LOC100697794	GO:0097682
ptpmt1	MGD:MP:0000352~decreased cell proliferation
hgs	GO:0043130
cenpf	GO:0140297
LOC100695450	GO:0018105
LOC100705999	GO:0050896
rnaseh1	HPO:HP:0002361~Psychomotor deterioration
LOC100705619	
cdc20	MGD:MP:0010264~increased hepatoma incidence
LOC100707050	GO:0070509
aars	GO:0016874
gpr12	GO:0007165
arl6ip4	GO:0005634
dnajc6	GO:0043231
taf1a	HPO:HP:0100578~Lipoatrophy
LOC100709000	DISGENET:C0007097~Carcinoma
lmna	GO:0005882
rps24	GO:0006412
LOC102082062	
cers5	GO:0006665
miga1	REACTOME_PATHWAY:R-HSA-1483257~Phospholipid metabolism
daam1	GO:0030036
pcsk5	GO:0016020
LOC100691194	DISGENET:C0007097~Carcinoma
